Date,Open,High,Low,Close,Adj Close,Volume
2023-03-22,63.689999,64.849998,63.067001,63.091999,61.672695,25799000
2023-03-23,63.889999,64.818001,63.153000,63.923000,62.485001,27162000
2023-03-24,63.803001,63.930000,62.855000,63.617001,62.185886,17228000
2023-03-27,63.900002,63.910000,62.598999,62.683998,61.273872,14707000
2023-03-28,62.522999,62.653999,61.886002,62.470001,61.064693,12439000
2023-03-29,63.278000,63.401001,62.464001,62.549999,61.142891,26395000
2023-03-30,63.272999,63.605000,62.930000,63.375000,61.949329,21523000
2023-03-31,63.054001,64.222000,62.591000,64.153999,62.710808,22097000
2023-04-03,63.900002,64.389999,63.644001,64.247002,62.801716,15682000
2023-04-04,64.315002,64.424004,63.200001,63.441002,62.013847,13429000
2023-04-05,63.113998,63.169998,62.570000,62.901001,61.486000,16908000
2023-04-06,62.416000,62.840000,61.896999,62.264000,60.863323,14493000
2023-04-10,61.805000,62.786999,61.645000,62.738998,61.327637,15400000
2023-04-11,63.077999,63.088001,62.082001,62.157001,60.758736,16518000
2023-04-12,62.734001,62.751999,61.625999,61.669998,60.282684,14112000
2023-04-13,61.907001,62.650002,61.710999,62.424000,61.019726,17265000
2023-04-14,62.048000,62.803001,61.521000,61.953999,60.560295,17465000
2023-04-17,61.861000,62.834000,61.780998,62.736000,61.324707,13201000
2023-04-18,63.161999,63.549999,62.713001,63.231998,61.809544,16806000
2023-04-19,62.679001,63.679001,62.555000,63.450001,62.022648,19060000
2023-04-20,62.785999,64.273003,62.714001,63.301998,61.877972,20239000
2023-04-21,63.060001,63.380001,62.199001,63.290001,61.866241,14807000
2023-04-24,63.363998,63.884998,63.179001,63.453999,62.026550,12338000
2023-04-25,63.398998,63.598999,62.174000,62.202000,60.802715,23670000
2023-04-26,61.997002,62.313000,61.351002,61.618999,60.232834,17179000
2023-04-27,61.618999,62.008999,60.323002,61.841000,60.449837,18250000
2023-04-28,61.907001,62.678001,61.456001,62.650002,61.240646,16183000
2023-05-01,62.650002,63.898998,62.619999,63.794998,62.359882,17030000
2023-05-02,62.576000,62.650002,60.501999,61.234001,59.856495,28357000
2023-05-03,61.689999,62.195000,61.240002,61.320000,59.940559,19816000
2023-05-04,61.000000,61.396000,60.129002,61.015999,59.643394,17684000
2023-05-05,61.595001,63.146999,61.337002,63.012001,61.594498,24876000
2023-05-08,62.978001,63.073002,62.057999,62.905998,61.490875,13934000
2023-05-09,62.272999,62.407001,61.585999,61.851002,60.459618,16990000
2023-05-10,62.206001,62.799999,61.827000,62.626999,61.218159,19174000
2023-05-11,62.658001,62.848000,61.799000,62.766998,61.355003,14430000
2023-05-12,62.838001,63.270000,62.421001,63.115002,61.695183,11942000
2023-05-15,63.187000,64.001999,62.847000,63.980000,62.540718,14614000
2023-05-16,64.045998,64.691002,63.873001,64.143997,62.701031,14967000
2023-05-17,64.735001,66.089996,64.458000,65.747002,64.267975,24133000
2023-05-18,65.599998,67.935997,65.599998,67.790001,66.265015,26389000
2023-05-19,68.000000,68.495003,67.841003,68.224998,66.690216,22968000
2023-05-22,68.139999,68.468002,67.412003,67.836998,66.310959,17796000
2023-05-23,69.064003,69.899002,68.202003,68.650002,67.105659,36088000
2023-05-24,68.143997,68.431000,67.606003,67.953003,66.424355,23021000
2023-05-25,69.941002,73.238998,69.077003,72.879997,71.240501,49263000
2023-05-26,74.742996,81.498001,74.702003,81.273003,79.444710,82500000
2023-05-30,83.512001,92.178001,79.880997,80.334000,78.526825,116912000
2023-05-31,79.489998,82.167000,79.013000,80.795998,78.978432,89998000
2023-06-01,80.061996,80.579002,78.515999,78.995003,77.217957,80792000
2023-06-02,79.064003,82.376999,78.720001,81.199997,79.373344,62815000
2023-06-05,80.919998,80.919998,79.447998,80.230003,78.425171,26222000
2023-06-06,80.199997,80.199997,77.638000,79.000000,77.222832,37823000
2023-06-07,78.982002,80.544998,78.750999,79.263000,77.479912,28957000
2023-06-08,79.490997,80.500999,78.877998,80.419998,78.610886,21909000
2023-06-09,80.580002,81.775002,80.388000,80.461998,78.651939,19241000
2023-06-12,81.112000,85.800003,81.112000,85.536003,83.611801,51065000
2023-06-13,86.112999,86.325996,84.099998,85.112000,83.197327,38990000
2023-06-14,85.589996,88.853996,84.722000,88.617996,86.624466,43524000
2023-06-15,88.441002,88.796997,87.101997,88.343002,86.355659,33814000
2023-06-16,88.928001,88.995003,86.544998,86.810997,84.858116,68299000
2023-06-20,86.265999,87.707001,86.100998,86.803001,84.850304,27535000
2023-06-21,86.000000,86.599998,84.459999,84.765999,83.300552,23229000
2023-06-22,84.509003,84.890999,83.530998,84.242996,82.786591,23464000
2023-06-23,83.401001,83.601997,81.885002,82.214996,80.793663,37413000
2023-06-26,82.500000,83.699997,82.022003,82.163002,80.742561,21372000
2023-06-27,82.867996,85.000000,82.099998,84.839996,83.373283,24923000
2023-06-28,83.873001,85.852997,83.706001,84.793999,83.328079,19445000
2023-06-29,85.445000,86.283997,84.640999,86.257004,84.765785,23386000
2023-06-30,86.851997,87.457001,86.432999,86.742996,85.243370,23145000
2023-07-03,86.862000,87.672997,86.491997,87.643997,86.128807,9038000
2023-07-05,86.739998,87.690002,86.175003,86.185997,84.696007,14440000
2023-07-06,84.500000,85.389999,84.432999,84.800003,83.333977,23939000
2023-07-07,85.042999,85.799004,84.466003,84.675003,83.211136,19409000
2023-07-10,84.828003,87.917000,84.828003,87.773003,86.255577,30622000
2023-07-11,88.111000,88.300003,86.462997,88.205002,86.680107,25498000
2023-07-12,88.900002,89.759003,88.199997,88.995003,87.456459,28197000
2023-07-13,89.893997,89.893997,87.827003,89.036003,87.496735,25912000
2023-07-14,88.615997,90.334999,88.615997,88.858002,87.321823,18510000
2023-07-17,89.100998,91.320999,88.977997,91.035004,89.461174,26819000
2023-07-18,90.598000,90.989998,89.825996,90.343002,88.781143,24513000
2023-07-19,89.726997,90.597000,88.563004,90.137001,88.578712,24118000
2023-07-20,89.253998,90.699997,88.599998,88.834000,87.298241,28268000
2023-07-21,90.448997,91.114998,89.383003,89.675003,88.124702,74287000
2023-07-24,90.080002,90.543999,89.422997,90.158997,88.600327,19992000
2023-07-25,90.061996,92.318001,90.061996,91.799004,90.211975,20042000
2023-07-26,90.900002,91.061996,88.764999,89.308998,87.765022,19877000
2023-07-27,90.849998,90.985001,88.599998,89.352997,87.808250,21922000
2023-07-28,89.931999,90.356003,89.394997,89.978996,88.423439,18791000
2023-07-31,89.750000,90.099998,89.099998,89.864998,88.311401,14952000
2023-08-01,89.898003,92.061996,89.769997,92.000000,90.409492,19683000
2023-08-02,91.230003,91.300003,89.028999,89.230003,87.687393,26877000
2023-08-03,88.662003,89.532997,88.108002,88.498001,86.968033,18281000
2023-08-04,88.498001,89.362000,87.336998,88.165001,86.640808,21156000
2023-08-07,88.767998,89.737000,88.527000,89.706001,88.155167,11146000
2023-08-08,89.009003,89.059998,87.339996,88.316002,86.789192,14081000
2023-08-09,88.272003,88.352997,84.872002,85.072998,83.602257,24672000
2023-08-10,85.311996,86.150002,83.707001,84.290001,82.832787,20186000
2023-08-11,83.401001,83.639999,82.348000,82.975998,81.541504,20331000
2023-08-14,83.112999,85.417999,82.737999,85.410004,83.933426,17688000
2023-08-15,84.920998,85.461998,83.646004,84.251999,82.795441,14035000
2023-08-16,84.778999,85.449997,83.195999,83.299004,81.858932,16003000
