Date,Open,High,Low,Close,Adj Close,Volume
2019-02-05,30.014999,30.825001,30.014999,30.809999,26.913727,3747600
2019-02-06,30.674999,31.059999,30.605000,30.760000,26.870045,4252000
2019-02-07,30.584999,30.764999,30.139999,30.375000,26.533731,6001800
2019-02-08,30.190001,30.455000,29.905001,30.340000,26.503159,5340600
2019-02-11,30.475000,30.950001,30.475000,30.934999,27.022915,4820800
2019-02-12,30.770000,31.535000,30.770000,31.430000,27.455313,6430000
2019-02-13,31.500000,31.645000,31.305000,31.504999,27.520826,4109400
2019-02-14,31.309999,31.465000,31.010000,31.184999,27.241293,4093000
2019-02-15,31.475000,31.570000,31.235001,31.485001,27.503357,3577600
2019-02-19,31.340000,31.440001,31.160000,31.230000,27.280609,5358200
2019-02-20,31.215000,31.285000,30.855000,31.049999,27.123369,4776200
2019-02-21,31.059999,31.420000,31.000000,31.225000,27.276239,3786200
2019-02-22,31.405001,31.500000,31.230000,31.330000,27.367964,2578800
2019-02-25,31.495001,31.510000,31.334999,31.450001,27.472784,2266800
2019-02-26,31.459999,31.674999,31.365000,31.405001,27.433481,2916400
2019-02-27,31.260000,31.860001,31.090000,31.760000,27.743584,4129600
2019-02-28,31.750000,31.750000,31.424999,31.469999,27.490257,3798600
2019-03-01,31.684999,31.815001,30.895000,31.115000,27.180147,5577400
2019-03-04,31.115000,31.344999,30.875000,31.325001,27.363590,4397400
2019-03-05,31.344999,31.344999,30.969999,30.985001,27.066589,3069800
2019-03-06,30.945000,31.174999,30.915001,31.014999,27.092798,2697800
2019-03-07,30.969999,31.004999,30.500000,30.760000,26.870045,4318400
2019-03-08,30.545000,30.799999,30.290001,30.715000,26.830736,3771400
2019-03-11,30.715000,30.900000,30.700001,30.860001,26.957397,3361000
2019-03-12,30.955000,31.184999,30.780001,31.084999,27.153942,2722000
2019-03-13,31.100000,31.405001,31.084999,31.340000,27.376690,3327400
2019-03-14,31.280001,31.320000,30.945000,31.094999,27.162680,2812600
2019-03-15,31.080000,31.340000,31.014999,31.139999,27.201988,5483400
2019-03-18,31.174999,31.594999,31.174999,31.580000,27.586348,2616200
2019-03-19,31.730000,31.815001,31.145000,31.315001,27.354856,3034000
2019-03-20,31.225000,31.610001,31.035000,31.315001,27.354856,3765800
2019-03-21,31.275000,31.985001,31.135000,31.940001,27.900822,2462200
2019-03-22,31.735001,31.895000,30.830000,30.850000,26.948666,3400800
2019-03-25,30.885000,31.120001,30.780001,30.950001,27.036018,2231800
2019-03-26,31.115000,31.184999,30.855000,31.160000,27.219458,1858000
2019-03-27,31.215000,31.424999,30.980000,31.360001,27.394173,2235000
2019-03-28,31.410000,31.825001,31.355000,31.754999,27.739214,2456000
2019-03-29,31.995001,32.270000,31.915001,32.154999,28.088623,3728800
2019-04-01,32.474998,32.930000,32.264999,32.895000,28.735052,4264000
2019-04-02,32.889999,33.055000,32.785000,33.005001,28.831141,3076000
2019-04-03,33.084999,33.294998,32.834999,32.910000,28.748154,4054600
2019-04-04,33.005001,33.275002,32.915001,33.160000,28.966539,2153400
2019-04-05,33.299999,33.419998,33.125000,33.334999,29.119398,2573200
2019-04-08,33.330002,33.544998,33.209999,33.294998,29.084463,3439600
2019-04-09,33.090000,33.090000,32.435001,32.485001,28.376898,4680600
2019-04-10,32.290001,32.665001,32.049999,32.595001,28.472982,5442800
2019-04-11,33.785000,34.599998,33.500000,34.240002,29.909958,11939000
2019-04-12,34.384998,34.900002,34.110001,34.855000,30.447184,6259400
2019-04-15,34.680000,34.939999,34.340000,34.384998,30.036617,3947600
2019-04-16,34.520000,34.814999,34.384998,34.759998,30.364199,5562000
2019-04-17,34.924999,35.180000,34.820000,35.064999,30.630629,3387400
2019-04-18,35.294998,35.555000,34.980000,35.540001,31.045565,4935000
2019-04-22,35.570000,35.720001,34.884998,35.049999,30.617521,4869600
2019-04-23,34.779999,35.685001,34.759998,35.549999,31.245964,4319800
2019-04-24,35.590000,35.939999,35.560001,35.674999,31.355825,3513400
2019-04-25,35.369999,35.660000,34.955002,35.480000,31.184441,3614400
2019-04-26,35.514999,35.669998,35.404999,35.639999,31.325060,3160200
2019-04-29,35.709999,35.849998,35.145000,35.215000,30.951519,5356800
2019-04-30,35.250000,35.455002,35.064999,35.275002,31.004250,4485600
2019-05-01,35.294998,35.410000,34.480000,34.634998,30.441742,4562800
2019-05-02,34.580002,34.939999,34.389999,34.924999,30.696634,5282200
2019-05-03,35.119999,35.494999,34.955002,35.435001,31.144882,5392200
2019-05-06,33.465000,34.090000,33.455002,33.980000,29.866041,7878000
2019-05-07,33.349998,33.520000,32.855000,33.250000,29.224421,8448600
2019-05-08,33.250000,33.450001,33.020000,33.090000,29.083786,5096200
2019-05-09,32.615002,33.185001,32.455002,33.005001,29.009083,4444200
2019-05-10,32.794998,33.025002,32.215000,32.820000,28.846478,4765600
2019-05-13,32.055000,32.145000,31.575001,31.889999,28.029078,5539400
2019-05-14,31.924999,32.384998,31.875000,32.080002,28.196074,3415200
2019-05-15,31.825001,32.325001,31.745001,32.160000,28.266386,4444600
2019-05-16,32.375000,32.794998,32.224998,32.305000,28.393835,3623200
2019-05-17,32.115002,32.430000,31.860001,32.084999,28.200470,4173000
2019-05-20,31.600000,32.255001,31.559999,32.049999,28.169704,3711000
2019-05-21,32.330002,32.779999,32.279999,32.505001,28.569620,3023000
2019-05-22,32.419998,32.610001,32.130001,32.139999,28.248806,2988000
2019-05-23,31.920000,32.720001,31.020000,31.340000,27.545664,4841000
2019-05-24,31.500000,31.650000,30.719999,30.860001,27.123779,5881400
2019-05-28,30.910000,31.129999,30.309999,30.379999,26.701893,6998300
2019-05-29,30.299999,30.760000,30.110001,30.500000,26.807364,4156200
2019-05-30,30.629999,31.020000,30.500000,30.719999,27.000723,4135800
2019-05-31,30.340000,30.900000,29.980000,30.590000,26.886467,7071700
2019-06-03,30.010000,31.110001,30.010000,30.860001,27.123779,5783200
2019-06-04,31.219999,31.799999,31.110001,31.780001,27.932390,4160300
2019-06-05,31.870001,32.230000,31.250000,32.180000,28.283966,3725300
2019-06-06,32.230000,32.590000,31.440001,31.959999,28.090601,5133700
2019-06-07,32.040001,32.560001,31.889999,32.259998,28.354277,4010800
2019-06-10,32.430000,32.770000,32.330002,32.639999,28.688269,2194100
2019-06-11,32.910000,33.029999,32.259998,32.349998,28.433376,2316100
2019-06-12,32.430000,32.630001,32.090000,32.270000,28.363070,2955100
2019-06-13,32.410000,32.900002,32.259998,32.730000,28.767378,2958700
2019-06-14,32.669998,32.680000,31.129999,31.650000,27.818130,3531900
2019-06-17,31.760000,31.790001,31.299999,31.340000,27.545664,2589400
2019-06-18,31.600000,32.240002,31.480000,32.110001,28.222443,4010600
2019-06-19,32.139999,32.529999,31.840000,32.400002,28.477331,3078700
2019-06-20,32.939999,33.240002,32.560001,33.240002,29.215624,6642400
2019-06-21,33.009998,33.119999,32.480000,32.599998,28.653116,6595800
2019-06-24,32.610001,32.830002,32.410000,32.610001,28.661907,3102500
2019-06-25,32.590000,32.750000,32.009998,32.139999,28.248806,4032500
2019-06-26,32.299999,32.330002,31.920000,31.950001,28.081812,3066700
2019-06-27,32.020000,32.299999,31.840000,32.209999,28.310331,3425300
2019-06-28,32.340000,32.669998,32.110001,32.590000,28.644329,5227100
2019-07-01,32.919998,33.090000,32.369999,32.660000,28.705853,4257200
2019-07-02,32.540001,32.610001,31.790001,32.119999,28.231230,3206100
2019-07-03,32.259998,32.299999,31.920000,32.259998,28.354277,1678300
